6.981320000000000060e-03 3.618557377283968890e+01 7.926068383066529499e+00
1.072649999999999992e-02 3.971192496847465492e+01 3.850256498273845196e+00
1.423319999999999967e-02 5.002540111802441913e+01 1.967783858092129190e+00
1.954519999999999869e-02 5.118344787591425415e+01 1.719910903738029129e+00
2.482629999999999906e-02 4.763911806461289444e+01 1.428985185251396395e+00
2.990699999999999956e-02 4.597473274630088014e+01 7.298289141876574959e-01
3.484380000000000116e-02 4.022410095040947908e+01 3.924949225139565123e-01
3.997590000000000171e-02 3.677112889307666421e+01 5.323554861856041320e-01
4.464850000000000069e-02 3.336765988002716909e+01 5.533831751817414046e-01
4.950430000000000108e-02 3.113479878250253918e+01 3.909728417029272873e-01
5.499450000000000172e-02 2.910873237520025114e+01 1.977183377287279609e-01
5.982860000000000261e-02 2.895280586763025710e+01 2.069720631435038039e-01
6.422369999999999468e-02 2.824467039808777358e+01 2.465696785631126264e-01
6.960800000000000320e-02 2.648113755423652904e+01 2.054013120317713104e-01
7.461370000000000502e-02 2.567571245257775203e+01 1.191970044060118583e-01
7.938180000000000236e-02 2.461706230482144164e+01 1.728518476905424595e-01
8.481569999999999387e-02 2.376208740957745036e+01 1.417455576905264358e-01
8.962209999999999621e-02 2.219702273495213873e+01 9.652109539100381386e-02
9.469959999999999489e-02 2.120598292967597231e+01 1.080588974240656447e-01
9.962000000000000022e-02 2.038483615937625970e+01 8.382840161891255693e-02
1.047219999999999956e-01 1.970759781320355941e+01 9.706800682624727727e-02
1.096700000000000036e-01 1.925398600656636106e+01 1.033794103314092938e-01
1.144659999999999983e-01 1.885264273110850297e+01 1.534616660577209635e-01
1.197119999999999990e-01 1.877128295390182089e+01 6.030737413441587813e-02
1.245620000000000061e-01 1.827036760521754388e+01 6.389714146576060128e-02
1.295129999999999892e-01 1.809935392030107337e+01 6.218072450525083394e-02
1.346640000000000059e-01 1.784475816387326930e+01 4.615722938194858488e-02
1.397130000000000039e-01 1.745421446120285580e+01 5.445449002949435957e-02
1.444940000000000113e-01 1.710979482251794437e+01 6.970556548345818726e-02
1.496619999999999895e-01 1.671475430999917222e+01 3.417107666555883883e-02
1.545410000000000117e-01 1.645430202638050332e+01 6.321017134710828211e-02
1.596380000000000021e-01 1.611592362847508753e+01 7.227694553221543361e-02
1.646539999999999948e-01 1.580870813780584427e+01 4.930533059419783121e-02
1.696680000000000132e-01 1.560321867593885159e+01 5.056236847176499155e-02
1.746709999999999929e-01 1.559920619366477368e+01 2.243879479195992968e-02
1.794550000000000034e-01 1.544523974639721509e+01 4.520358786057721706e-02
1.847640000000000116e-01 1.527848816612768168e+01 2.128109306114767812e-02
1.897880000000000122e-01 1.523391605205979538e+01 3.415830220265153594e-02
1.945199999999999985e-01 1.510101905700147817e+01 3.916665688718611732e-02
1.995409999999999962e-01 1.494720051648242531e+01 1.932377704736500112e-02
2.046419999999999906e-01 1.480102448831571671e+01 3.809000007185642939e-02
2.096699999999999953e-01 1.461076761351182185e+01 3.142394091289581193e-02
2.146550000000000125e-01 1.455592422901323957e+01 4.483223589114567614e-02
2.196869999999999934e-01 1.448498941914115257e+01 2.786680898450933155e-02
2.245320000000000094e-01 1.430573438510945827e+01 3.524224842740329711e-02
2.295079999999999898e-01 1.416396485961217167e+01 2.979964869754568244e-02
2.349009999999999987e-01 1.414566001848451471e+01 2.824577920639574288e-02
2.395279999999999909e-01 1.407941553401542478e+01 4.299441006543389815e-02
2.445050000000000001e-01 1.401966387694959870e+01 2.799329125827535944e-02
2.497689999999999910e-01 1.395734217110903153e+01 3.787285885040865552e-02
2.544629999999999947e-01 1.381815319719610891e+01 3.225185768635980416e-02
2.595970000000000222e-01 1.377399989989019957e+01 1.784425677916661596e-02
2.647260000000000169e-01 1.379494266018748760e+01 3.713378999471423497e-02
2.695960000000000023e-01 1.374670878855160971e+01 3.982461329648943199e-02
2.745569999999999955e-01 1.362471838992127537e+01 3.227001195971383740e-02
2.796500000000000097e-01 1.359109468622903449e+01 2.236195455940396398e-02
2.847140000000000226e-01 1.350085324088833971e+01 1.579246692935432420e-02
2.895349999999999868e-01 1.345174462205966393e+01 2.610824223305859698e-02
2.946619999999999795e-01 1.345846479939625873e+01 3.474623377744446434e-02
2.996809999999999752e-01 1.336004662786377395e+01 1.716191960032052710e-02
